Refactoring Type,Original,Updated,Location,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Description,Commit,Original Line,Updated Line,Old Location,New Location,Old Method Line,New Method Line
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ calibrate_uncertainty uncertainty_calibration_settings uncertainty_calibration_data ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],5406774989ecbc6ccb528ac1b1db25575448bda0,296.0,296.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ calibrate_uncertainty uncertainty_calibration_settings uncertainty_calibration_data ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],5406774989ecbc6ccb528ac1b1db25575448bda0,482.0,495.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ uc_results ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],5406774989ecbc6ccb528ac1b1db25575448bda0,32.0,32.0,,,,
Remove Parameter,predict,predict,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ predict_uncertainty ] of the method predict from the module auto_ml/utils_model_training.py in class FinalModelATC is/are removed'],5406774989ecbc6ccb528ac1b1db25575448bda0,304.0,305.0,,,,
Add Parameter,make_deep_learning_classifier,make_deep_learning_classifier,auto_ml/utils.py,,,,['The parameters [ final_activation ] are added to the method make_deep_learning_classifier from the module auto_ml/utils.py'],5afee8c5203107d1736e304f01aa48411a0015e9,72.0,72.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/FinalModelATC,,,,['The parameters [ ml_for_analytics ] are added to the method __init__ from the module auto_ml/utils.py in class FinalModelATC'],5b52e8b37892e4bf1e227a142c17d2738188d409,70.0,70.0,,,,
Remove Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ user_input_func perform_feature_selection ml_for_analytics ] of the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor is/are removed'],5d568975e9ea60667cf201eda064a2a1c698e0cb,77.0,77.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ calibrate_final_model ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],5e37e1673d910649fe953dd8afc9c89646278b98,496.0,497.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ predict_uncertainty ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],5f3b8875a92770e67d23e80ef203e01f641e694b,296.0,296.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ predict_uncertainty ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],5f3b8875a92770e67d23e80ef203e01f641e694b,453.0,454.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ uncertainty_model ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],5f3b8875a92770e67d23e80ef203e01f641e694b,31.0,31.0,,,,
Move Method,make_deep_learning_model,make_deep_learning_model,,,,, method make_deep_learning_model from the module auto_ml/utils.py was moved to module auto_ml/utils_models.py ,5f7ee4d7df983a937ee54a0ae8a9999fc219b987,,,auto_ml/utils.py,auto_ml/utils_models.py,55.0,383.0
Move Method,make_deep_learning_classifier,make_deep_learning_classifier,,,,, method make_deep_learning_classifier from the module auto_ml/utils.py was moved to module auto_ml/utils_models.py ,5f7ee4d7df983a937ee54a0ae8a9999fc219b987,,,auto_ml/utils.py,auto_ml/utils_models.py,78.0,406.0
Remove Parameter,__init__,__init__,auto_ml/utils.py/FinalModelATC,,,,['The parameters [ model_map ] of the method __init__ from the module auto_ml/utils.py in class FinalModelATC is/are removed'],61a3a1a621e7333419f8a7de84e84265754f62b4,136.0,155.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ skip_feature_responses ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],623780bc0cca64330f26a29b02a6705f688c7d9b,330.0,309.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ skip_feature_responses ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],623780bc0cca64330f26a29b02a6705f688c7d9b,606.0,589.0,,,,
Change/Rename Parameter,make_deep_learning_model,make_deep_learning_model,auto_ml/utils.py,,,,['The parameters [ num_cols ] of the method make_deep_learning_model from the module auto_ml/utils.py are changed/renamed to [hidden_layers]'],62649781a1c2aca891d79c3c97b83314c4c0694d,49.0,49.0,,,,
Move Method,transform_only,transform_only,,,,, method transform_only from the module auto_ml/utils.py in class ExtendedKerasRegressor was moved to class ExtendedPipeline of module auto_ml/utils.py ,63160e82a9657e2b24d02ef19e75f1943f87866c,,,auto_ml/utils.py/ExtendedKerasRegressor,auto_ml/utils.py/ExtendedPipeline,187.0,169.0
Move Method,predict_intervals,predict_intervals,,,,, method predict_intervals from the module auto_ml/utils.py in class ExtendedKerasRegressor was moved to class ExtendedPipeline of module auto_ml/utils.py ,63160e82a9657e2b24d02ef19e75f1943f87866c,,,auto_ml/utils.py/ExtendedKerasRegressor,auto_ml/utils.py/ExtendedPipeline,196.0,178.0
Rename Method,test_optimize_final_model,test_optimize_final_model_classification,tests/api_coverage_tests.py,,,,['The method test_optimize_final_model from the module tests/api_coverage_tests.py is renamed to test_optimize_final_model_classification'],63fc9f1becec499f58bf4313f6a18007f4211551,16.0,16.0,,,,
Add Parameter,make_deep_learning_classifier,make_deep_learning_classifier,auto_ml/utils_models.py,,,,['The parameters [ kernel_initializer ] are added to the method make_deep_learning_classifier from the module auto_ml/utils_models.py'],6598ee6ab456bf35b5b6dc5abfa1527eb2e1cfb8,619.0,627.0,,,,
Rename Method,test_verify_features_find_missing_prediction_features,test_verify_features_finds_no_missing_features_when_none_are_missing,tests/user_logging_tests.py,,,,['The method test_verify_features_find_missing_prediction_features from the module tests/user_logging_tests.py is renamed to test_verify_features_finds_no_missing_features_when_none_are_missing'],6813a01614d64bd8a24f44a58793c5997cc01d26,144.0,144.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_interval_params ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],6e32bf38e0230e383c6f5a092d1ac3a7913fe093,311.0,314.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ prediction_interval_params ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],6e32bf38e0230e383c6f5a092d1ac3a7913fe093,598.0,605.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/BasicDataCleaning,,,,['The parameters [ column_descriptions ] are added to the method __init__ from the module auto_ml/utils.py in class BasicDataCleaning'],6fb774b2bb899aa5da29ed11f998a88b93500bad,25.0,25.0,,,,
Add Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ impute_missing_values ] are added to the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor'],7170c6703c0780a76d3379a3ad1c2379358182ad,31.0,31.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/FinalModelATC,,,,['The parameters [ type_of_model ] are added to the method __init__ from the module auto_ml/utils.py in class FinalModelATC'],7170c6703c0780a76d3379a3ad1c2379358182ad,73.0,73.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ X_test_already_transformed ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],75d84d6bf70f2d211281d0c95b1272a43aafdff5,331.0,331.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ X_test_already_transformed ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],75d84d6bf70f2d211281d0c95b1272a43aafdff5,605.0,606.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ training_prediction_intervals min_step_improvement ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],79268135a0abcc2aeb9b8ca3f2469770dc2b3aa9,35.0,35.0,,,,
Add Parameter,clean_val_nan_version,clean_val_nan_version,auto_ml/utils_data_cleaning.py,,,,['The parameters [ key ] are added to the method clean_val_nan_version from the module auto_ml/utils_data_cleaning.py'],7f750349de04a5db8c140a2f8847b3353f9e2cb2,37.0,37.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ grid_search ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],87778974fce86b21bc7a6418965a28a67eaac4ff,20.0,23.0,,,,
Remove Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ ensembler _include_original_X ] of the method train from the module auto_ml/predictor.py in class Predictor is/are removed'],886dc134051ae18c5b066dcfab61aa6917b4b981,514.0,514.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ uncertainty_data uncertainty_delta uncertainty_delta_units ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],8bec31f93cb9321bd1b3cebc903ae6b1fd9c2b29,296.0,296.0,,,,
Add Parameter,predict,predict,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ predict_uncertainty ] are added to the method predict from the module auto_ml/utils_model_training.py in class FinalModelATC'],8bec31f93cb9321bd1b3cebc903ae6b1fd9c2b29,303.0,303.0,,,,
Add Parameter,_consolidate_feature_selection_steps,_consolidate_feature_selection_steps,auto_ml/predictor.py/Predictor,,,,['The parameters [ final_model ] are added to the method _consolidate_feature_selection_steps from the module auto_ml/predictor.py in class Predictor'],8d008c211fd0634a41cbcd746192f6860e525d12,322.0,327.0,,,,
Add Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ final_model ] are added to the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor'],8d008c211fd0634a41cbcd746192f6860e525d12,135.0,135.0,,,,
Add Parameter,advanced_scoring_classifiers,advanced_scoring_classifiers,auto_ml/utils.py,,,,['The parameters [ name ] are added to the method advanced_scoring_classifiers from the module auto_ml/utils.py'],8e9691d9ecbea3cce660338936ac16b934c008e2,641.0,641.0,,,,
Extract Method,transform,process_one_column,auto_ml/utils_data_cleaning.py/BasicDataCleaning,"(174,176)",267.0,"[210.0, 212.0, 252.0, 256.0, 260.0, 277.0, 293.0, 294.0, 295.0, 297.0, 298.0, 300.0, 301.0, 315.0, 316.0, 317.0, 318.0, 319.0]", The method process_one_column from the module auto_ml/utils_data_cleaning.py in class BasicDataCleaning is extracted from method transform from the module auto_ml/utils_data_cleaning.py in class BasicDataCleaning ,91a0c3458a3b65672cb15ed294135d30c8cf73d5,,,,,,
Add Parameter,rmse_scoring,rmse_scoring,auto_ml/utils.py,,,,['The parameters [ advanced_scoring ] are added to the method rmse_scoring from the module auto_ml/utils.py'],93938de1806c3a0a66bcfb27bee7ee130b8e5f02,630.0,630.0,,,,
Remove Parameter,__init__,__init__,auto_ml/utils.py/FinalModelATC,,,,['The parameters [ perform_grid_search_on_model ] of the method __init__ from the module auto_ml/utils.py in class FinalModelATC is/are removed'],9417835320f20d941fa5f8b42876900bf09144b5,369.0,371.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ trained_transformation_pipeline transformed_X transformed_y return_transformation_pipeline ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],94b00aa46a5800117a453604ac358424a52ec6cf,331.0,331.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ trained_transformation_pipeline transformed_X transformed_y return_transformation_pipeline ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],94b00aa46a5800117a453604ac358424a52ec6cf,590.0,605.0,,,,
Extract Method,_clean_data_and_prepare_for_training,set_scoring,auto_ml/predictor.py/Predictor,"(510,521)",544.0,"[529.0, 530.0, 531.0, 533.0, 534.0, 536.0, 537.0]", The method set_scoring from the module auto_ml/predictor.py in class Predictor is extracted from method _clean_data_and_prepare_for_training from the module auto_ml/predictor.py in class Predictor ,94b00aa46a5800117a453604ac358424a52ec6cf,,,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ ensemble_config ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],96e4c38a9cb497644ae0e6fc2b86b0b9fd34ebb4,336.0,335.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ ensemble_config ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],96e4c38a9cb497644ae0e6fc2b86b0b9fd34ebb4,586.0,589.0,,,,
Add Parameter,ml_for_analytics,ml_for_analytics,auto_ml/predictor.py/Predictor,,,,['The parameters [ write_gs_param_results_to_file ] are added to the method ml_for_analytics from the module auto_ml/predictor.py in class Predictor'],99ff88776d90ce2613a8629b0803890b7f37557c,127.0,131.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ write_gs_param_results_to_file ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],99ff88776d90ce2613a8629b0803890b7f37557c,69.0,69.0,,,,
Remove Parameter,test_binary_classification_predict_on_Predictor_instance,test_binary_classification_predict_on_Predictor_instance,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_binary_classification_predict_on_Predictor_instance from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,279.0,270.0,,,,
Remove Parameter,test_binary_classification_predict_proba_on_Predictor_instance,test_binary_classification_predict_proba_on_Predictor_instance,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_binary_classification_predict_proba_on_Predictor_instance from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,311.0,302.0,,,,
Remove Parameter,test_compare_all_models_classification,test_compare_all_models_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_compare_all_models_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,53.0,49.0,,,,
Remove Parameter,test_getting_single_predictions_nlp_date_multilabel_classification,test_getting_single_predictions_nlp_date_multilabel_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_getting_single_predictions_nlp_date_multilabel_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,456.0,453.0,,,,
Remove Parameter,test_list_of_single_model_name_classification,test_list_of_single_model_name_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_list_of_single_model_name_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,433.0,428.0,,,,
Remove Parameter,test_multilabel_classification_predict_on_Predictor_instance,test_multilabel_classification_predict_on_Predictor_instance,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_multilabel_classification_predict_on_Predictor_instance from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,296.0,287.0,,,,
Remove Parameter,test_pass_in_list_of_dictionaries_predict_classification,test_pass_in_list_of_dictionaries_predict_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_pass_in_list_of_dictionaries_predict_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,353.0,345.0,,,,
Remove Parameter,test_pass_in_list_of_dictionaries_train_classification,test_pass_in_list_of_dictionaries_train_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_pass_in_list_of_dictionaries_train_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,328.0,319.0,,,,
Remove Parameter,test_perform_feature_scaling_false_classification,test_perform_feature_scaling_false_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_perform_feature_scaling_false_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,127.0,122.0,,,,
Remove Parameter,test_perform_feature_scaling_true_classification,test_perform_feature_scaling_true_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_perform_feature_scaling_true_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,101.0,99.0,,,,
Remove Parameter,test_perform_feature_selection_false_classification,test_perform_feature_selection_false_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_perform_feature_selection_false_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,21.0,21.0,,,,
Remove Parameter,test_perform_feature_selection_true_classification,test_perform_feature_selection_true_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_perform_feature_selection_true_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,78.0,75.0,,,,
Remove Parameter,test_user_input_func_classification,test_user_input_func_classification,tests/api_coverage_tests_classifiers.py,,,,['The parameters [ model_name ] of the method test_user_input_func_classification from the module tests/api_coverage_tests_classifiers.py is/are removed'],9b12795f36a6fd6edec5c060347b6a1c907c0012,154.0,146.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils.py/FeatureSelectionTransformer,,,,['The parameters [ column_descriptions ] are added to the method __init__ from the module auto_ml/utils.py in class FeatureSelectionTransformer'],9b9e491bb00be66b732d2f44b3e4375206940e61,599.0,599.0,,,,
Remove Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ optimize_final_model ] of the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor is/are removed'],9debb6f1173259c52241b98bd9e7d7ae7794659a,71.0,77.0,,,,
Remove Parameter,_construct_pipeline_search_params,_construct_pipeline_search_params,auto_ml/predictor.py/Predictor,,,,['The parameters [ optimize_entire_pipeline optimize_final_model ml_for_analytics perform_feature_selection ] of the method _construct_pipeline_search_params from the module auto_ml/predictor.py in class Predictor is/are removed'],9debb6f1173259c52241b98bd9e7d7ae7794659a,104.0,110.0,,,,
Add Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ is_hp_search ] are added to the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor'],9e57afb50d03da50a8335627beadd3fa0538acfa,131.0,131.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_model_training.py/FinalModelATC,,,,['The parameters [ is_hp_search ] are added to the method __init__ from the module auto_ml/utils_model_training.py in class FinalModelATC'],9e57afb50d03da50a8335627beadd3fa0538acfa,35.0,35.0,,,,
Change/Rename Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ compute_power ] of the method train from the module auto_ml/predictor.py in class Predictor are changed/renamed to [compare_all_models]'],a08405be7849be39952f9d25d1197a7560f98304,514.0,515.0,,,,
Add Parameter,set_params_and_defaults,set_params_and_defaults,auto_ml/predictor.py/Predictor,,,,['The parameters [ uncertainty_delta_direction ] are added to the method set_params_and_defaults from the module auto_ml/predictor.py in class Predictor'],a23afcd39cc364f17e1adefc1a4309e99c4a3d7d,296.0,297.0,,,,
Add Parameter,train,train,auto_ml/predictor.py/Predictor,,,,['The parameters [ uncertainty_delta_direction ] are added to the method train from the module auto_ml/predictor.py in class Predictor'],a23afcd39cc364f17e1adefc1a4309e99c4a3d7d,495.0,500.0,,,,
Add Parameter,transform_categorical_col,transform_categorical_col,auto_ml/DataFrameVectorizer.py/DataFrameVectorizer,,,,['The parameters [ self ] are added to the method transform_categorical_col from the module auto_ml/DataFrameVectorizer.py in class DataFrameVectorizer'],a6e3e380c0fe7c2ce8bea9590f3c57570e443556,273.0,303.0,,,,
Remove Parameter,_train_subpredictor,_train_subpredictor,auto_ml/predictor.py/Predictor,,,,['The parameters [ sub_idx ] of the method _train_subpredictor from the module auto_ml/predictor.py in class Predictor is/are removed'],a730cbb74ec1cc718e87ed4c57a4e0cce5b67bf0,325.0,326.0,,,,
Add Parameter,make_deep_learning_classifier,make_deep_learning_classifier,auto_ml/utils_models.py,,,,['The parameters [ activation ] are added to the method make_deep_learning_classifier from the module auto_ml/utils_models.py'],a8127b7db7cfe123a910b247aba2981844ce25e3,580.0,616.0,,,,
Add Parameter,make_deep_learning_model,make_deep_learning_model,auto_ml/utils_models.py,,,,['The parameters [ activation ] are added to the method make_deep_learning_model from the module auto_ml/utils_models.py'],a8127b7db7cfe123a910b247aba2981844ce25e3,543.0,576.0,,,,
Add Parameter,__init__,__init__,auto_ml/utils_scaling.py/CustomSparseScaler,,,,['The parameters [ min_percentile max_percentile ] are added to the method __init__ from the module auto_ml/utils_scaling.py in class CustomSparseScaler'],a8ae313920cc3a866e6347115c1dec6e09a689e1,58.0,58.0,,,,
Add Parameter,__init__,__init__,auto_ml/DataFrameVectorizer.py/DataFrameVectorizer,,,,['The parameters [ keep_cat_features ] are added to the method __init__ from the module auto_ml/DataFrameVectorizer.py in class DataFrameVectorizer'],a92f14775d388424e871bc740afa3d69994f8a04,22.0,22.0,,,,
Add Parameter,_construct_pipeline,_construct_pipeline,auto_ml/predictor.py/Predictor,,,,['The parameters [ keep_cat_features ] are added to the method _construct_pipeline from the module auto_ml/predictor.py in class Predictor'],a92f14775d388424e871bc740afa3d69994f8a04,117.0,117.0,,,,
Move Method,test_nlp_multilabel_classification,test_nlp_multilabel_classification,,,,, method test_nlp_multilabel_classification from the module tests/basic_tests.py was moved to module tests/classifiers.py ,abc1fac1d64b8a914e0297c3618b0a929cfc7a79,,,tests/basic_tests.py,tests/classifiers.py,47.0,219.0
Add Parameter,__init__,__init__,auto_ml/predictor.py/Predictor,,,,['The parameters [ name ] are added to the method __init__ from the module auto_ml/predictor.py in class Predictor'],abebd1309c356f388e9d519cd9e15731f27fbdfd,65.0,66.0,,,,
